Date,Open,High,Low,Close,Adj Close,Volume,SMA_30,SMA_100,Daily Return,Rolling Volatility,Volume_SMA_30,Momentum,RSI
2025-02-05,97878.01,99113.21,96174.83,96615.45,96615.45,49125911241.0,,,0.00022931197091313749,,,-1262.5599999999977,49.9018689678134
2025-02-04,101398.72,101745.62,96208.11,97871.82,97871.82,73002130211.0,,,0.013003820817478084,,,-3526.899999999994,61.17813059261194
2025-02-03,97681.1,102514.17,91242.89,101405.42,101405.42,115400897748.0,,,0.03610436589408472,,,3724.3199999999924,70.50690136803938
2025-02-02,100661.54,101430.66,96216.08,97688.98,97688.98,63091816853.0,,,-0.03664932308351965,,,-2972.5599999999977,54.44055646644393
2025-02-01,102402.8,102755.73,100297.71,100655.91,100655.91,27757944848.0,,,0.03037118413970541,,,-1746.8899999999994,58.26387567805178
2025-01-31,104737.56,106026.35,101543.88,102405.02,102405.02,45732764360.0,,,0.017377121720920208,,,-2332.5399999999936,62.06744588313526
2025-01-30,103709.34,106418.77,103321.65,104735.3,104735.3,41915744521.0,,,0.02275552507093881,,,1025.9600000000064,68.66295130035519
2025-01-29,101317.52,104750.8,101283.82,103703.21,103703.21,47432049818.0,,,-0.009854270718659297,,,2385.6900000000023,63.527796006505596
2025-01-28,102095.41,103730.82,100238.19,101332.48,101332.48,47180685494.0,,,-0.022860719547639907,,,-762.9300000000076,62.848783252974506
2025-01-27,102680.3,103214.11,97795.94,102087.69,102087.69,89006608428.0,,,0.007452793023520199,,,-592.6100000000006,61.17883383993159
2025-01-26,104713.21,105438.65,102507.71,102682.5,102682.5,22543395879.0,,,0.005826461544971684,,,-2030.7100000000064,65.11132805148166
2025-01-25,104824.03,105243.79,104120.38,104714.65,104714.65,23888996502.0,,,0.019790616706838904,,,-109.38000000000466,68.31761510089572
2025-01-24,103965.67,107098.55,102772.13,104819.48,104819.48,52388229265.0,,,0.001001101565062834,,,853.8099999999977,68.39944764305062
2025-01-23,103657.67,106820.33,101257.8,103960.17,103960.17,104104515428.0,,,-0.00819799907421781,,,302.5,65.79246021588911
2025-01-22,106136.38,106294.34,103360.27,103653.07,103653.07,53878181052.0,99323.05433333333,,-0.0029540159466840965,,45433064113.0,-2483.3099999999977,64.90455318658681
2025-01-21,102052.58,107180.92,100103.95,106146.27,106146.27,88733878242.0,99582.99833333332,,0.024053315545791376,0.01650884199883181,47346618851.2,4093.6900000000023,66.65161381465431
2025-01-20,101083.75,109114.88,99471.36,102016.66,102016.66,126279678351.0,99762.36666666667,,-0.03890489981419032,0.017824721072800705,50589579034.166664,932.9100000000035,51.20125148377868
2025-01-19,104411.29,106299.8,99570.53,101089.61,101089.61,76789928525.0,99947.36866666666,,-0.009087241240793409,0.01777135884029078,51905052635.6,-3321.679999999993,57.506110828825726
2025-01-18,104124.95,104913.2,102226.62,104408.07,104408.07,50445655726.0,100235.19166666667,,0.03282691465522536,0.018639867449735538,52675356136.8,283.1200000000099,58.15547249732003
2025-01-17,100025.77,105884.23,99948.91,104462.04,104462.04,71888972663.0,100511.42533333333,,0.0005169140661251959,0.018644173516277573,54520430045.7,4436.2699999999895,54.82669132001799
2025-01-16,100505.3,100781.59,97364.45,99756.91,99756.91,54103781805.0,100583.97733333333,,-0.04504152896114211,0.020448752615663375,55755647229.6,-748.3899999999994,39.48981681455349
2025-01-15,96534.05,100697.23,96501.64,100504.49,100504.49,57805923627.0,100683.82800000001,,0.007494017206427062,0.02048070560715502,56592578441.26667,3970.4400000000023,43.16487699975298
2025-01-14,94519.01,97352.66,94322.16,96534.05,96534.05,53769675818.0,100680.834,,-0.039505100717390884,0.02172360072141738,57146658273.2,2015.0400000000081,40.40269852413212
2025-01-13,94488.89,95837.0,89260.1,94516.52,94516.52,72978998252.0,100568.52266666667,,-0.020899672188207208,0.021914244506853066,57934610030.6,27.630000000004657,35.584857795749386
2025-01-12,94565.73,95367.54,93712.51,94488.44,94488.44,20885130965.0,100526.55633333333,,-0.00029709092124852177,0.021555358108415808,57381154953.7,-77.2899999999936,34.05479940407339
2025-01-11,94700.84,94977.69,93840.05,94566.59,94566.59,18860894100.0,100430.85766666668,,0.0008270853027099179,0.021291728923336726,56673886010.666664,-134.25,28.62705998709373
2025-01-10,92494.49,95770.61,92250.09,94701.45,94701.45,62058693684.0,100370.90299999999,,0.0014260850475840137,0.02122891337449493,57818079073.46667,2206.959999999992,28.717227719939885
2025-01-09,95043.48,95349.72,91220.84,92484.04,92484.04,62777261693.0,100237.62266666668,,-0.02341474180173586,0.021640177489936067,59162403583.4,-2559.4400000000023,27.16517493832714
2025-01-08,96924.16,97258.32,92525.84,95043.52,95043.52,63875859171.0,100188.10366666666,,0.027674829084023633,0.0222725444849769,59433555873.9,-1880.6399999999994,34.278211676366226
